OID,Lat_DD,Long_DD,Jurisdiction,Juris_ID,Name,Status,Commodity_Code,Commodity_Full_Name,Mined_Quantity,Mine_Type,Last_Year,Permit,URL,Forcing_Features,Feature_References,Feature_Class,Location,County,Landowner,Last_Operator,Start_Date,Peak_Production,Last_Updated
10869,49.06745854,-102.801287,SK,20,Old Mac Coal Company,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10870,49.07676119,-102.793011,SK,21,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10871,49.07677119,-102.748187,SK,23,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10872,49.0876008,-102.731299,SK,26,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10873,49.0767432,-102.719884,SK,27,J. Mitchell Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10874,49.0875868,-102.719888,SK,28,Mike Rohatyn (Rock Springs) Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10875,49.0875868,-102.71438,SK,29,Matheson and Ulrich (Banner) Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10876,49.08577886,-102.706118,SK,30,Lignite Coal Mines,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10877,49.15405535,-102.787241,SK,36,Giem Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10878,49.04346242,-102.826473,SK,37,Olson and May Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10879,49.03985355,-102.843342,SK,40,A.W. Jahn Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10880,49.0657156,-102.921481,SK,47,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10881,49.06932947,-102.921483,SK,48,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10882,49.09881938,-102.899153,SK,49,W.D. Nblets Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10883,49.09881938,-102.899153,SK,50,W.G. McLean Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10884,49.10243425,-102.893645,SK,51,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10885,49.10998697,-102.943945,SK,56,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10886,49.10988698,-102.921511,SK,57,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10887,49.10629311,-102.882585,SK,58,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10888,49.14655063,-102.848888,SK,66,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10889,49.14289676,-102.820959,SK,67,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10890,49.07692619,-103.039234,SK,77,Joe Tessier Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10891,49.09878739,-102.960756,SK,85,James Parkinson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10892,49.09162965,-102.983129,SK,91,John Joyce Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10893,49.09527551,-103.027903,SK,93,Carl S. Peterson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10894,49.09888938,-103.027904,SK,94,James Parkinson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10895,49.11722671,-103.022327,SK,96,W.A. Crawbarger Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10896,49.11001797,-103.010973,SK,98,H.E. Symons Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10897,49.11363184,-102.994441,SK,100,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10898,49.11724671,-103.005464,SK,102,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10899,49.1283133,-102.972026,SK,112,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10900,49.12472043,-103.055749,SK,114,J.S. Mork Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10901,49.12472043,-103.050237,SK,115,M.L. Ross Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10902,49.1283543,-103.072624,SK,117,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10903,49.14668063,-103.010987,SK,121,A. Moirhead and McClary Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10904,49.15057848,-103.010997,SK,122,Black Lump Coal Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10905,49.16145408,-103.061621,SK,126,Unknown,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10906,49.08674083,-103.094983,SK,128,G. Munshaw and G. Cundall Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10907,49.12504642,-103.642644,SK,130,Johnson and Garrison Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10908,49.40076627,-103.631916,SK,131,Reidel Brothers Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10909,49.19530184,-104.463924,SK,144,B. Lid Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10910,49.2098663,-104.800061,SK,150,A. Hewer Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10911,49.2098663,-104.794539,SK,151,R. Freeman Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10912,49.03758163,-104.999966,SK,158,Lapointe Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10913,49.0903097,-105.002676,SK,160,L.E. Anderson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10914,49.27173302,-105.013047,SK,165,H. Ott and W. Coubrough Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10915,49.34082448,-105.052101,SK,171,John Cummings Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10916,49.35545294,-105.024156,SK,174,Thomas How Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10917,49.0520711,-105.200211,SK,178,"Gerde, March and Skundeberg Mine",NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10918,49.06677856,-105.155671,SK,180,Black Diamond Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10919,49.11037396,-105.177925,SK,182,H.J. Granville Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10920,49.11037396,-105.177925,SK,183,B. Long Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10921,49.14865755,-105.230756,SK,184,R.M. McClinton Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10922,49.5082263,-105.34359,SK,192,Viceroy Coal Mining Company,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10923,49.5082263,-105.338035,SK,193,William Jones Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10924,49.09611248,-105.422919,SK,194,F. Allard Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10925,49.1827443,-105.424541,SK,198,J.J. Mathieson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10926,49.19727476,-105.379723,SK,200,Harold Robinson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10927,49.28256362,-105.489194,SK,210,C.H. Brenner Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10928,49.44644958,-105.422122,SK,212,R.J. Bain Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10929,49.32811595,-105.536782,SK,221,Leon Lautier Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10930,49.380918,-105.618072,SK,226,James Salaba Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10931,49.38453287,-105.623614,SK,227,Duppereault Brothers Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10932,49.5028345,-105.604086,SK,230,J. Ttownsend Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10933,49.5028655,-105.626494,SK,235,J. and R. Wilhelm Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10934,49.59012027,-105.585951,SK,237,Mrs. Mary Emery Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10935,49.59008727,-105.608571,SK,243,A.L. Stirling Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10936,49.59911694,-105.600228,SK,246,L. Sanftleben Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10937,49.32997488,-105.718823,SK,255,R.G. Anderson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10938,49.37175834,-105.671307,SK,256,G. LaCerte Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10939,49.81744784,-105.735941,SK,267,V.B. Nelson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10940,49.86665301,-105.676566,SK,271,Howe and Findlay Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10941,49.87958653,-105.74556,SK,272,William Burkheart Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10942,49.91046539,-105.725652,SK,274,R. Noble Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10943,49.05252208,-105.823576,SK,278,E.P. Kaczmarski Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10944,49.26985609,-105.805597,SK,280,J.H. Cowan Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10945,49.43171112,-105.881358,SK,281,F.C. Kisser Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10946,49.43533199,-105.842315,SK,283,E. Martin Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,A,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10947,49.44086079,-105.901025,SK,285,F.L. Gravin Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10948,49.56990902,-105.803772,SK,286,D.D. Smith Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10949,49.06708255,-105.890392,SK,289,W.L. Lenius Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10950,49.15450934,-105.890315,SK,291,J.L. MacKenzie Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10951,49.41560772,-105.940327,SK,296,A. Caplette Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10952,49.06546561,-106.114881,SK,303,F.W. Bloom Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10953,49.08726481,-106.131928,SK,304,A. Trudgeon Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10954,49.12347848,-106.024656,SK,306,Ludwig Nerple (No. 1) Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10955,49.19810373,-106.061785,SK,309,E.A. Cartwright Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10956,49.30017898,-106.107149,SK,311,V.E. Edwards Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10957,49.30017898,-106.107149,SK,312,B.C. Osburn Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10958,49.4728906,-106.086936,SK,313,N.L. Kirby Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10959,49.35850283,-106.174972,SK,317,Joe and Bill Cozak Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10960,49.0656856,-106.277064,SK,322,Joseph Cocking Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10961,49.09126966,-106.321419,SK,323,S. Swanson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10962,49.16767585,-106.382354,SK,326,Robert Sterling Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10963,49.3294239,-106.287031,SK,327,John Labocetta (No. 1) Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10964,49.24027818,-106.541729,SK,330,F. McEwan and F. Tucker Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10965,49.15463933,-106.552115,SK,333,Mike Donnison Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10966,49.15463033,-106.574571,SK,334,F. Ozanne Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10967,49.28740845,-106.620438,SK,335,William Johnson Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10968,49.19275693,-106.989733,SK,339,John Hubert Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10969,49.4838502,-108.139038,SK,344,D.J. Ferlardeau Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10970,49.48936299,-108.124916,SK,345,H. Selander Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10971,49.38738976,-108.416325,SK,346,Hunter Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10972,49.59102724,-108.31981,SK,349,James Madden,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10973,49.59283617,-108.435725,SK,350,Hegedus and Mintak Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10974,49.59283617,-108.435725,SK,351,Sogan Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10975,49.62014216,-108.432844,SK,356,Morning Glory Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10976,49.57820471,-108.492381,SK,367,A. Bowman Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10977,49.57640378,-108.478106,SK,368,Bright Line Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10978,49.57459684,-108.486449,SK,369,J.E. Krause Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10979,49.59103923,-108.568482,SK,371,Roa Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
10980,49.66377454,-108.703928,SK,373,Willmer Mine,NULL,CL,NULL,NULL,Unknown,NULL,NULL,NULL,NULL,Abandoned Mines Remedial Action Program 1989 Annual Report,D*,NULL,NULL,NULL,NULL,NULL,NULL,2012
